date,dte,pe_strike,ce_strike,entry_premium,exit_premium,exit_reason,pnl,entry_index,exit_index,entry_time,exit_time,stoploss_price,target_price,param_set_rank,filename,week_number,source_file
2025-01-15,1DTE,23250,23250,155.95,112.1,Time Exit,2192.4999999999995,23227.95,23218.05,09:20:00,15:20:00,304.1025,38.9875,10,nifty_options_20250116.csv,3,detailed_trades_rank_10_20260202_180056.csv
2025-01-16,ODTE,23350,23350,80.3,40.2,Time Exit,2005.0,23328.9,23324.55,09:20:00,15:20:00,156.58499999999998,20.075,10,nifty_options_20250116.csv,3,detailed_trades_rank_10_20260202_180056.csv
2025-01-17,4DTE,23200,23200,355.5,332.35,Time Exit,1157.4999999999989,23186.5,23203.8,09:20:00,15:20:00,693.225,88.875,10,nifty_options_20250123.csv,4,detailed_trades_rank_10_20260202_180056.csv
2025-01-20,3DTE,23200,23200,343.2,316.7,Time Exit,1325.0,23210.85,23335.5,09:20:00,15:20:00,669.24,85.8,10,nifty_options_20250123.csv,4,detailed_trades_rank_10_20260202_180056.csv
2025-01-21,2DTE,23400,23400,260.5,390.85,Index Breach,-6517.500000000001,23402.3,23142.75,09:20:00,10:20:00,507.975,65.125,10,nifty_options_20250123.csv,4,detailed_trades_rank_10_20260202_180056.csv
2025-01-22,1DTE,23100,23100,222.65,133.25,Time Exit,4470.0,23080.75,23155.15,09:20:00,15:20:00,434.1675,55.6625,10,nifty_options_20250123.csv,4,detailed_trades_rank_10_20260202_180056.csv
2025-01-23,ODTE,23100,23100,97.45,105.3,Time Exit,-392.4999999999997,23119.05,23205.6,09:20:00,15:20:00,190.0275,24.3625,10,nifty_options_20250123.csv,4,detailed_trades_rank_10_20260202_180056.csv
2025-01-24,4DTE,23300,23300,376.45,359.15,Time Exit,865.0000000000006,23281.15,23090.45,09:20:00,15:20:00,734.0775,94.1125,10,nifty_options_20250130.csv,5,detailed_trades_rank_10_20260202_180056.csv
2025-01-27,3DTE,22950,22950,341.5,320.5,Time Exit,1050.0,22963.85,22821.75,09:20:00,15:20:00,665.925,85.375,10,nifty_options_20250130.csv,5,detailed_trades_rank_10_20260202_180056.csv
2025-01-28,2DTE,22900,22900,307.7,289.7,Time Exit,900.0,22911.05,22972.45,09:20:00,15:20:00,600.015,76.925,10,nifty_options_20250130.csv,5,detailed_trades_rank_10_20260202_180056.csv
2025-01-29,1DTE,23050,23050,276.8,317.65,Time Exit,-2042.4999999999984,23025.1,23176.95,09:20:00,15:20:00,539.76,69.2,10,nifty_options_20250130.csv,5,detailed_trades_rank_10_20260202_180056.csv
2025-01-30,ODTE,23150,23150,258.15,50.05,Profit Target,10404.999999999998,23171.55,23150.75,09:20:00,14:30:00,503.3924999999999,64.5375,10,nifty_options_20250130.csv,5,detailed_trades_rank_10_20260202_180056.csv
2025-01-31,4DTE,23300,23300,646.85,560.75,Time Exit,4305.000000000001,23316.3,23521.25,09:20:00,15:20:00,1261.3575,161.7125,10,nifty_options_20250206.csv,6,detailed_trades_rank_10_20260202_180056.csv
2025-02-01,3DTE,23500,23500,479.15,285.7,Time Exit,9672.5,23494.4,23471.5,09:20:00,15:20:00,934.3425,119.7875,10,nifty_options_20250206.csv,6,detailed_trades_rank_10_20260202_180056.csv
2025-02-03,3DTE,23300,23300,285.75,246.0,Time Exit,1987.5,23275.25,23355.4,09:20:00,15:20:00,557.2125,71.4375,10,nifty_options_20250206.csv,6,detailed_trades_rank_10_20260202_180056.csv
2025-02-04,2DTE,23500,23500,214.9,257.8,Time Exit,-2145.0000000000005,23522.3,23721.85,09:20:00,15:20:00,419.055,53.725,10,nifty_options_20250206.csv,6,detailed_trades_rank_10_20260202_180056.csv
2025-02-05,1DTE,23750,23750,178.55,164.65,Time Exit,695.0000000000002,23768.8,23697.6,09:20:00,15:20:00,348.1725,44.6375,10,nifty_options_20250206.csv,6,detailed_trades_rank_10_20260202_180056.csv
2025-02-06,ODTE,23700,23700,134.3,97.35,Time Exit,1847.500000000001,23701.25,23616.85,09:20:00,15:20:00,261.885,33.575,10,nifty_options_20250206.csv,6,detailed_trades_rank_10_20260202_180056.csv
2025-02-07,4DTE,23600,23600,395.0,302.9,Time Exit,4605.000000000001,23578.55,23568.75,09:20:00,15:20:00,770.25,98.75,10,nifty_options_20250213.csv,7,detailed_trades_rank_10_20260202_180056.csv
2025-02-10,3DTE,23500,23500,306.1,286.9,Time Exit,960.0000000000024,23497.4,23381.55,09:20:00,15:20:00,596.895,76.525,10,nifty_options_20250213.csv,7,detailed_trades_rank_10_20260202_180056.csv
2025-02-11,2DTE,23300,23300,293.45000000000005,358.3,Index Breach,-3242.499999999998,23313.6,23031.2,09:20:00,13:10:00,572.2275000000001,73.36250000000001,10,nifty_options_20250213.csv,7,detailed_trades_rank_10_20260202_180056.csv
2025-02-12,1DTE,23000,23000,202.0,181.45,Time Exit,1027.5000000000005,23000.3,23058.8,09:20:00,15:20:00,393.9,50.5,10,nifty_options_20250213.csv,7,detailed_trades_rank_10_20260202_180056.csv
2025-02-13,ODTE,23000,23000,169.45,41.95,Profit Target,6374.999999999999,23013.65,23022.2,09:20:00,14:40:00,330.42749999999995,42.3625,10,nifty_options_20250213.csv,7,detailed_trades_rank_10_20260202_180056.csv
2025-02-14,4DTE,23100,23100,351.85,404.1,Index Breach,-2612.5,23087.7,22824.85,09:20:00,12:05:00,686.1075000000001,87.9625,10,nifty_options_20250220.csv,8,detailed_trades_rank_10_20260202_180056.csv
2025-02-17,3DTE,22850,22850,345.4,331.2,Time Exit,709.9999999999994,22842.35,22966.95,09:20:00,15:20:00,673.53,86.35,10,nifty_options_20250220.csv,8,detailed_trades_rank_10_20260202_180056.csv
